ID,TDU,REP,PRODUCT,KWH500,KWH1000,KWH2000,RATE_TYPE,TERM_LENGTH,RENEWABLE,PREPAID,TOU,PROMOTION,EFL_URL
14010,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Texans Energy,Texans Simple Savings 24,8.6,8.6,8.6,Fixed,24,11,FALSE,FALSE,FALSE,https://mytexansenergy.com/media/Simple_Savings_24_CNP_03022017.pdf
14022,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,DISCOUNT POWER,Clean Plus - 36,8.7,8.1,7.8,Fixed,36,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CP36J27171-453306.pdf
14024,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,DISCOUNT POWER,TRUE FIXED - NO GIMMICKS - 36,8.5,8.5,8.5,Fixed,36,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA36H20171-442340.pdf
14041,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SPARK ENERGY LLC,Choice 6,9.4,8.8,8.5,Fixed,6,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21470/EFL/ptc-all/CPE/Electric/77042
14042,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SPARK ENERGY LLC,Price protect 36,11.1,8.7,8.4,Fixed,36,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21398/EFL/ptc-all/CPE/Electric/77042
14043,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SPARK ENERGY LLC,Price Protect 24,11,8.6,8.3,Fixed,24,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21386/EFL/ptc-all/CPE/Electric/77042
14036,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SPARK ENERGY LLC,Price Protect 9,10.7,8.3,8.1,Fixed,9,0,FALSE,FALSE,FALSE,https://www.sparkenergy.com/api/enrollment-product-document/21447/EFL/ptc-all/CPE/Electric/77042
14070,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant Solar Sell Back plan,11.7,11.2,10.9,Indexed,0,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/0901751880db3fca.pdf
14077,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,STREAM ENERGY,Freedom To Use Plan,11.4,9.8,9,Fixed,12,12,FALSE,FALSE,FALSE,https://mystream.com/~/media/Files/PDFs_PowerPoints/Enroll/texas/TX_R12Free/CENTERPOINT.pdf?la=en
15005,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant Secure Advantage 12,10.8,8.2,7.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812d4fff.pdf
15007,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant Conservation 12 100% Wind plan,10,8.9,9.6,Fixed,12,100,FALSE,FALSE,FALSE,https://www.reliant.com/files/09017518812ab202.pdf
15043,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free Conserve 12 Choice,8.2,6.6,9.9,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9a3a.pdf
15045,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,10.2,9.6,9.3,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9507.pdf
15046,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 9 Choice,10.5,9.9,9.6,Fixed,9,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a951b.pdf
15047,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 6 Choice,10.5,9.9,9.6,Fixed,6,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9511.pdf
15048,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,10.5,9.9,9.6,Variable,0,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a952f.pdf
15049,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free 12 Choice,12.5,11.9,11.6,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.greenmountain.com/files/09017518812a9525.pdf
15946,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GEXA ENERGY,My Choice Plus 15,13,9.6,6.6,Fixed,15,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39908&rkey=14240|2661|1002|19549
15948,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,YEP,Month to Month Autopay E-Plan,8.9,8,7.6,Variable,1,12,FALSE,FALSE,FALSE,https://www.yeptexas.com/Docs/yep-efl-flex-pr-nongreen-ptc.pdf
15950,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Month to Month Spirit Of Texas AutoPay E-Plan,8.8,7.9,7.5,Variable,1,12,FALSE,FALSE,FALSE,http://www.southwestpl.com/Docs/swpl-efl-flex-pr-nongreen-ptc.pdf
15969,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,VETERAN ENERGY LLC,Tradition 7,9.9,8.4,12.3,Fixed,7,5,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/CenterPoint/Tradition_7
15970,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,VETERAN ENERGY LLC,Tradition 6,5.6,5,10.7,Fixed,6,5,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/CenterPoint/Tradition_6
15975,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFINITE ENERGY,Magnificent 7,9.8,8.3,12.2,Fixed,7,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/CenterPoint/Magnificent_7
15976,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFINITE ENERGY,Sweet 6,5.4,4.9,10.6,Fixed,6,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/CenterPoint/Sweet_6
15977,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PENNYWISE POWER ,Wise Buy Conserve Saver Plus 6,5.5,4.5,10,Fixed,6,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/0901751881342b1b.pdf
15983,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BRILLIANT ENERGY LLC,Simple Plan (Web Enrollment Only),8.8,8.2,8,Fixed,12,11,FALSE,FALSE,FALSE,https://docs.brilliantenergy.com/documents/RSSP120000_20170404_EFLEN.pdf
16011,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GEXA ENERGY,My Choice Plus 9,12.8,9.4,6.5,Fixed,9,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40076&rkey=14240|2661|1002|19806
16020,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,BRILLIANT ENERGY LLC,Electric Plan H (Web Enrollment Only),9.6,7.7,10.3,Fixed,12,11,FALSE,FALSE,FALSE,https://docs.brilliantenergy.com/documents/RSEPH120000_CNTRP_20170324_EFLEN.pdf
16026,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFINITE ENERGY,Tremendous 12,9.4,7.9,11.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/CenterPoint/Tremendous_12
16046,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,DIRECT ENERGY,Connect to Comfort 24,11.3,10.2,9.7,Fixed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDCRXXX1518_ENG_20170502.PDF
16028,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,VETERAN ENERGY LLC,Tradition 12,9.6,8,12,Fixed,12,5,FALSE,FALSE,FALSE,https://www.veteranenergy.us/client/resources/efl/signup/CenterPoint/Tradition_12
16032,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant SmartStart 12 Plan ,9.9,9.9,9.9,Fixed,12,5,TRUE,FALSE,FALSE,https://www.reliant.com/files/09017518812f4258.pdf
16086,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GEXA ENERGY,My Choice Plus 14,8.9,6.4,8.4,Fixed,14,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=40580&rkey=14240|2661|1002|19945
16094,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,DISCOUNT POWER,Green Prime Plus - 12,12.5,3.4,7.4,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/GPRMPL12K10171-463015.pdf
16095,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,DISCOUNT POWER,Green Prime Plus - 24,12.5,3.4,7.4,Fixed,24,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/GPRMPL24K10171-463017.pdf
16101,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Hello Energy,Free Weekends,10.5,10.5,10.5,Variable,0,13,TRUE,TRUE,FALSE,http://bit.ly/2peZUsr
16116,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Hello Energy,Free Nights,10.9,10.9,10.9,Variable,0,13,TRUE,TRUE,FALSE,http://bit.ly/2peT4mS
16136,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Express Energy,Speedy 12,12.8,3.4,8.8,Fixed,12,6,FALSE,FALSE,FALSE,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_spdyva12eaa_c.pdf
16137,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Express Energy,Quick 12,7.8,3.9,9.4,Fixed,12,6,FALSE,FALSE,FALSE,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva12eac_c.pdf
16138,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Express Energy,Quick 24,7.8,3.9,9.4,Fixed,24,6,FALSE,FALSE,FALSE,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva24eac_c.pdf
16139,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Express Energy,Quick 6,7.8,3.9,9.4,Fixed,6,6,FALSE,FALSE,FALSE,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_quikva06eac_c.pdf
16140,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Express Energy,Express 12,11.2,9.6,8.8,Fixed,12,6,FALSE,FALSE,FALSE,https://www.myexpressenergy.com/viewpdf.aspx/?Docs/efl_xprsva12eaa_c.pdf
16178,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PENNYWISE POWER ,Wise Buy Conserve Saver Plus 12,5.5,4.5,9.5,Fixed,12,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/0901751881343454.pdf
12090,NUECES ELECTRIC COOPERATIVE,NEC Co-op Energy,Residential Electricity... Plain and simple.,18.3,15,13.4,Variable,0,6,FALSE,FALSE,FALSE,https://neccoopenergy.com/residential-service/residential-prices/nec-coop-residential-prices-fact-sheet/
12081,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Saver - 12,8,7.8,7.7,Fixed,12,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SA12J06171-442392.pdf
12181,ONCOR ELECTRIC DELIVERY COMPANY,VOLT ELECTRICITY PROVIDER LP,Bundled Fixed E-Plan ONC,8,4,8.5,Fixed,3,11,FALSE,FALSE,FALSE,http://www.voltep.com/volt-electricity-efl-567-oncor-power-to-choose-bundled-fixed-e-plan.html
12257,ONCOR ELECTRIC DELIVERY COMPANY,INFINITE ENERGY,24 Mon NEST Rate,11.5,9,8.8,Fixed,24,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/ONCOR/24_mo_Nest_Rate
12258,ONCOR ELECTRIC DELIVERY COMPANY,INFINITE ENERGY,36 Mon NEST Rate,11.6,9.1,8.8,Fixed,36,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/ONCOR/36_mo_Nest_Rate
12086,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Easy - 12,7.3,5.4,10.3,Fixed,12,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/EZ12J21171-449320.pdf
12087,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Easy - 24,7.3,5.4,10.3,Fixed,24,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/EZ24J21171-449321.pdf
11955,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Power-To-Go Deposit Freedom®,12.1,10.6,9.9,Variable,0,10,TRUE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORPXX0092_ENG_20170502.PDF
11956,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Super Saver - 9,8.5,8,7.7,Fixed,9,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SS9K9171-462072.pdf
12102,ONCOR ELECTRIC DELIVERY COMPANY,Viridian Energy,12 Month Value Fixed,10.9,8.9,8.9,Fixed,12,50,FALSE,FALSE,FALSE,https://enroll.viridian.com/view-efl?planRateId=160150&brand=Viridian
12096,ONCOR ELECTRIC DELIVERY COMPANY,Viridian Energy,36 Month Value Fixed,10.7,8.7,8.7,Fixed,36,50,FALSE,FALSE,FALSE,https://enroll.viridian.com/view-efl?planRateId=160159&brand=Viridian
12398,ONCOR ELECTRIC DELIVERY COMPANY,STARTEX POWER,3 Month Usage Bill Credit ,8.1,4.1,4.9,Fixed,3,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00U3D.pdf/?language=EN
12400,ONCOR ELECTRIC DELIVERY COMPANY,STARTEX POWER,12 Month Usage Bill Credit ,11.5,7.4,8.2,Fixed,12,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00U28.pdf/?language=EN
12401,ONCOR ELECTRIC DELIVERY COMPANY,STARTEX POWER,12 Month Usage Bill Credit Electric Line Plan,11.5,7.4,8.2,Fixed,12,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00U3H.pdf/?language=EN
12402,ONCOR ELECTRIC DELIVERY COMPANY,STARTEX POWER,12 Month (No Min Usage Fee),8.7,8.1,7.9,Fixed,12,10,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00V20.pdf/?language=EN
12403,ONCOR ELECTRIC DELIVERY COMPANY,STARTEX POWER,12 Month Texas Wind Power,10.7,8.2,8,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.startexpower.constellation.com/Contract/00V1T.pdf/?language=EN
12290,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Flex,8.6,7.9,7.6,Variable,1,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170418-120608-Keep%20It%20Simple%20Savings%20Flex%20(English).pdf
12300,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,Keep It Simple Savings Green Flex,7.2,6.5,6.2,Variable,1,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170508-110734-Keep%20It%20Simple%20Savings%20Green%20Flex%20(English).pdf
12152,ONCOR ELECTRIC DELIVERY COMPANY,VOLT ELECTRICITY PROVIDER LP,Ultimate Green Index,8.6,8.1,7.9,Indexed,12,100,FALSE,FALSE,FALSE,http://voltep.com/volt-electricity-efl-390-oncor-ultimate-green-index.html
12269,ONCOR ELECTRIC DELIVERY COMPANY,VOLT ELECTRICITY PROVIDER LP,Signature Index Plan,8.3,7.8,7.6,Indexed,0,,FALSE,FALSE,FALSE,http://voltep.com/volt-electricity-efl-389-oncor-signature-index.html
11870,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Super Saver - 12,8,7.5,7.2,Fixed,12,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SS12J27171-453284.pdf
11871,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Super Saver - 18,8,7.5,7.2,Fixed,18,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SS18J27171-453285.pdf
11872,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Super Saver - 24,7.9,7.4,7.1,Fixed,24,12,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/SS24J27171-453286.pdf
11873,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Clean Plus - 12,8,7.5,7.2,Fixed,12,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CP12J27171-453309.pdf
11874,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Clean Plus - 18,8,7.5,7.2,Fixed,18,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CP18J27171-453310.pdf
11875,ONCOR ELECTRIC DELIVERY COMPANY,DISCOUNT POWER,Clean Plus - 24,7.9,7.4,7.1,Fixed,24,100,FALSE,FALSE,FALSE,https://signup.discountpowertx.com/PDFDocs/CP24J27171-453312.pdf
11816,ONCOR ELECTRIC DELIVERY COMPANY,INFINITE ENERGY,Classic 3-Month,9.4,7.4,9.9,Fixed,3,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/Oncor/Classic_3-month
11817,ONCOR ELECTRIC DELIVERY COMPANY,INFINITE ENERGY,Classic 12-Month,9.4,7.4,9.9,Fixed,12,5,FALSE,FALSE,FALSE,https://www.infiniteenergy.com/client/resources/efl/signup/Oncor/Classic_12-month
11808,ONCOR ELECTRIC DELIVERY COMPANY,GEXA ENERGY,Gexa Choice Freedom 12,7.9,7.4,7.1,Fixed,12,6,FALSE,FALSE,FALSE,http://www.gexaenergy.com/UI/Handlers/DynamicRatePdf.ashx?pdfid=39574&rkey=13820|2440|1004|19601
11801,ONCOR ELECTRIC DELIVERY COMPANY,POWER EXPRESS,#Super24,12.3,3.7,7.5,Fixed,24,12,FALSE,FALSE,FALSE,https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_super24_PTC_03222017.pdf
11722,ONCOR ELECTRIC DELIVERY COMPANY,THINK ENERGY,NEW PRODUCT,8.7,8.2,7.9,Fixed,6,6,FALSE,FALSE,FALSE,https://www.mythinkenergy.com/signup/includes/eflptc.php?utility=ONCOR&term=6&ZipCode=75001
11681,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 6,8.7,8.2,7.9,Fixed,6,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/09017518812c4947.pdf
11716,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-18,9,8.5,8.3,Fixed,18,12,FALSE,FALSE,FALSE,https://www.championenergyservices.com/register/efl.aspx?rateID=139&term=18139
11676,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 3,8.5,8,7.7,Fixed,3,5,FALSE,FALSE,FALSE,https://signup.cirroenergy.com/files/0901751881336283.pdf
11670,ONCOR ELECTRIC DELIVERY COMPANY,PENNYWISE POWER ,Extra Saver 12,13.8,4.5,9.8,Fixed,12,5,FALSE,FALSE,FALSE,https://www.pennywisepower.com/files/090175188131d05e.pdf
11665,ONCOR ELECTRIC DELIVERY COMPANY,POWER EXPRESS,#Super12,12.3,3.7,7.5,Fixed,12,12,FALSE,FALSE,FALSE,https://www.power-express.com/ViewPdf.aspx?pdf=efl_TOS_YRAC/onc_super12_PTC_03222017.pdf
11641,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Free Power Weekends 24,10.2,9.3,8.9,Indexed,24,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXT0375_ENG_20170502.PDF
11636,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Free Power Weekends 12,9.8,8.9,8.5,Indexed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDORXXT0380_ENG_20170502.PDF
11619,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,TXU Energy Simple Rate 12,12.2,10.7,9.9,Fixed,12,6,FALSE,FALSE,FALSE,http://www.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXSIMRTND12AP&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ER_ONCOR
11567,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 24,11.1,3,8.1,Fixed,24,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20True%20Blue%20Infusion%2024%20(English).pdf
11564,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 18,11.2,3.1,8.2,Fixed,18,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20True%20Blue%20Infusion%2018%20(English).pdf
11544,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 9,11.5,3.3,8.5,Fixed,9,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20Lean%20Green%20Infusion%209%20(English).pdf
11535,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Green Infusion Flex,7.3,6.7,6.3,Variable,1,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Green%20Infusion%20Flex%20(English).pdf
11533,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 24,11.5,2.8,8.5,Fixed,24,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20Lean%20Green%20Infusion%2024%20(English).pdf
11524,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 12,11.5,2.8,8.5,Fixed,12,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20True%20Blue%20Infusion%2012%20(English).pdf
11527,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 3,11,4.8,8.7,Fixed,3,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%203%20(English).pdf
11522,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 6,11.5,4.8,9,Fixed,6,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%206%20(English).pdf
11520,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Infusion Flex,7.1,6.5,6.1,Variable,1,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Infusion%20Flex%20(English).pdf
11517,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 18,10.3,7.1,8.1,Fixed,18,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%2018%20(English).pdf
11515,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 36,10.3,9.7,9.3,Fixed,36,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20Lean%20Green%20Infusion%2036%20(English).pdf
11502,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC Lean Green Infusion 12,11.6,2.9,8.6,Fixed,12,100,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170510-182521-PTC%20Lean%20Green%20Infusion%2012%20(English).pdf
11443,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 3,10.7,4,8.2,Fixed,3,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201704/EFL-20170411-162757-PTC%20True%20Blue%20Infusion%203%20(English).pdf
11433,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 6,10.9,4.7,8.6,Fixed,6,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20True%20Blue%20Infusion%206%20(English).pdf
11438,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 36,9.9,9.2,8.9,Fixed,36,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20True%20Blue%20Infusion%2036%20(English).pdf
11402,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Texas Power Savings 12,9.2,8.2,7.7,Fixed,12,10,FALSE,FALSE,FALSE,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXEX0041_ENG_20170502.PDF
11426,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,PTC True Blue Infusion 9,10,7.3,8,Fixed,9,10,FALSE,FALSE,FALSE,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/201705/EFL-20170505-092854-PTC%20True%20Blue%20Infusion%209%20(English).pdf
11374,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Eagle 24,8.8,8.3,8,Fixed,24,6,FALSE,FALSE,FALSE,http://www.trieagleenergy.com/docs/efl/powertochoose/EFL-ONC-24mo.pdf
